Wall time,Step,Value
1746652962.725037,29974,5903.830078125
1746652978.9594467,29999,4711.8681640625
1746653016.385328,30055,9530.0029296875
1746653024.5165224,30067,12343.4951171875
1746653033.2772236,30080,7275.20458984375
1746653147.4698055,30256,7406.93310546875
1746653150.220669,30260,3728.402099609375
1746653176.4856448,30300,6524.65234375
1746653196.8074803,30333,3239.2099609375
1746653206.7618096,30349,12183.2666015625
1746653437.3083496,30703,8601.560546875
1746653469.087793,30751,3894.3984375
1746653560.485304,30892,11926.21875
1746653577.6647153,30919,5620.4970703125
1746653604.2960591,30959,4568.765625
1746653609.3228562,30967,10004.3759765625
1746653633.9954314,31006,9272.10546875
1746653790.1949944,31244,5824.3076171875
1746653840.5527284,31314,6657.37109375
1746653879.9689386,31376,5364.115234375
1746653901.169309,31410,4581.3662109375
1746653938.9924185,31469,9900.755859375
1746654028.6392567,31607,5965.67529296875
1746654043.2496996,31629,3895.436767578125
1746654063.8974981,31660,4087.431396484375
1746654086.5588763,31696,9242.208984375
1746654089.0431778,31700,9136.0927734375
1746654093.9022927,31708,12456.142578125
1746654221.0585124,31902,4857.43798828125
1746654231.4956596,31918,11677.8798828125
1746654240.6315205,31932,3708.9580078125
1746654253.3625646,31953,4195.19921875
1746654267.778393,31976,4623.99951171875
1746654291.9878273,32014,7313.1357421875
1746654393.889552,32173,3584.716796875
1746654447.6965787,32254,8786.7685546875
1746654614.5984197,32507,5916.28125
1746654652.915073,32569,7598.6650390625
1746654683.5806475,32616,9497.228515625
1746654769.8599164,32746,7850.55078125
1746654813.5089908,32811,4856.99755859375
1746654822.2492447,32824,7060.89599609375
1746654822.9141436,32825,7777.7724609375
1746654874.2680442,32902,8769.0341796875
1746654916.1776707,32966,6696.1298828125
1746654946.750461,33012,6193.923828125
1746655122.8889256,33279,8358.2607421875
1746655213.605865,33408,4636.42138671875
1746655225.5486624,33426,7893.51708984375
1746655235.3307135,33441,7723.29833984375
1746655404.8347487,33701,4813.23828125
1746655409.7144232,33709,7769.14892578125
1746655471.5963125,33803,6407.9912109375
1746655508.5558062,33859,8063.79345703125
1746655511.893895,33864,10560.7470703125
1746655513.1986196,33866,5270.07861328125
1746655526.0399358,33886,7561.58447265625
1746655615.5592082,34021,10207.4365234375
1746655658.1669283,34089,7148.13232421875
1746655670.0113485,34107,4338.029296875
1746655729.648476,34197,12274.2548828125
1746655781.144974,34276,4643.50830078125
1746655784.6085382,34281,12755.7763671875
1746655904.8513193,34464,3955.577392578125
1746655911.6570673,34475,5386.0126953125
1746655926.6667652,34499,10982.03515625
1746656008.0864377,34623,7267.171875
1746656174.059639,34877,11787.984375
1746656194.2867799,34909,14247.560546875
1746656208.0774765,34931,9730.4482421875
1746656212.4438221,34938,8822.3544921875
1746656217.9565902,34947,8009.056640625
1746656219.2158368,34949,9533.73828125
1746656220.4650235,34951,14404.0947265625
1746656230.5505025,34967,6961.2392578125
1746656282.2150817,35046,8773.3466796875
1746656327.5220156,35114,6362.6953125
1746656344.51007,35140,9663.9443359375
1746656366.326384,35173,8913.4892578125
1746656395.367598,35217,4347.4697265625
1746656501.1374822,35377,9512.470703125
1746656563.0185626,35464,10689.9140625
1746656571.7674253,35477,5314.61181640625
1746656619.9424417,35551,3925.843017578125
1746656638.7349627,35579,11887.6982421875
1746656675.8468106,35635,4174.333984375
1746656721.4523425,35704,12206.591796875
1746656760.9127214,35764,9459.578125
1746656834.491173,35874,8750.779296875
1746656859.7163737,35913,13584.4296875
1746656883.3814924,35948,5176.25634765625
1746656923.3154829,36008,10208.0009765625
1746657012.5553463,36142,10897.00390625
1746657041.9225101,36186,7808.701171875
1746657250.784154,36501,8145.3115234375
1746657312.1446457,36596,5814.99072265625
1746657321.9856622,36612,12053.69140625
1746657334.0187147,36631,8736.466796875
1746657369.3326952,36686,11607.38671875
1746657374.7101705,36694,8995.8193359375
1746657398.9664967,36730,10717.8544921875
1746657500.037726,36886,14636.9755859375
1746657501.44064,36888,8232.2822265625
1746657503.4307213,36891,8028.626953125
1746657511.5977004,36903,8951.1904296875
1746657520.783549,36917,13330.83203125
1746657534.4589188,36937,10555.9150390625
1746657574.6267014,36996,7109.7978515625
1746657619.6237202,37065,8780.6435546875
1746657629.289063,37079,3877.846435546875
1746657653.7233481,37116,15681.369140625
1746657696.7956455,37182,4398.5302734375
1746657711.0204434,37204,4712.09716796875
1746657817.6903832,37367,14379.2763671875
1746657905.0317092,37498,5994.6943359375
1746657960.3140836,37574,10883.3330078125
1746657984.3660846,37611,5306.66015625
1746658008.691483,37647,11328.181640625
1746658026.84213,37674,5223.05712890625
1746658077.11534,37749,6175.22412109375
1746658112.09426,37803,8537.25390625
1746658115.4966397,37808,7428.7978515625
1746658198.3091376,37937,6086.7451171875
1746658227.7380095,37981,8444.732421875
1746658355.1726606,38176,3753.382080078125
1746658492.5996838,38386,6151.3916015625
1746658493.2213583,38387,7642.30224609375
1746658506.6564264,38408,6805.94384765625
1746658556.6613173,38487,10557.8515625
